,DATE,TIME,STADIUM,CLASS,ATTENDANCE,HOME TEAM,HOME TEAM GOALS,AWAY TEAM,AWAY TEAM GOALS,HOME POSSESSIONS,AWAY POSSESSIONS,HOME SHOTS,AWAY SHOTS,HOME ON(SUBS),AWAY ON(SUBS),HOME OFF(SUBS),AWAY OFF(SUBS),HOME BLOCKED SHOTS,AWAY BLOCKED SHOTS,HOME PASSES,AWAY PASSES,HOME CHANCES,AWAY CHANCES,HOME CORNERS,AWAY CORNERS,HOME OFFSIDES,AWAY OFFSIDES,HOME TACKLES,AWAY TACKLES,HOME DUELS WON,AWAY DUELS WON,HOME SAVES,AWAY SAVES,HOME FOULS,AWAY FOULS,HOME YELLOW CARDS,AWAY YELLOW CARDS,HOME RED CARDS,AWAY RED CARDS,YEAR,TOTAL GOALS,match_results
536,2021-09-25,3:00pm,Elland Road,a,36417.0,19,1,14,2,53.5,46.5,15,20,5,7,4,9,6,4,81.2,78.4,1,2,5,7,2,0,56.3,60.0,50.0,50.0,5,4,10,6,3,2,0,0,2021,3,Away win
537,2021-09-25,3:00pm,Goodison Park,h,38821.0,17,2,22,0,46.8,53.2,11,10,4,2,3,5,4,3,82.1,83.4,2,1,6,4,1,0,44.4,41.7,36.4,63.6,2,2,12,9,2,3,0,0,2021,2,Home win
538,2021-09-25,12:30pm,Old Trafford,a,72922.0,3,0,7,1,59.6,40.4,28,7,4,3,11,3,13,1,76.5,69.0,1,2,5,5,2,3,66.7,33.3,63.3,36.7,2,4,9,13,2,2,0,0,2021,1,Away win
539,2021-09-25,12:30pm,Stamford Bridge,a,40036.0,12,0,1,1,40.9,59.1,5,15,0,4,1,5,4,6,82.6,88.1,0,2,4,13,3,4,46.2,56.3,66.7,33.3,2,0,12,10,3,2,0,0,2021,1,Away win
540,2021-09-19,4:30pm,Tottenham Hotspur Stadium,a,60059.0,8,0,12,3,47.0,53.0,8,20,2,10,4,3,2,7,82.3,87.0,1,3,5,11,0,1,60.0,53.3,40.0,60.0,6,2,4,15,0,1,0,0,2021,3,Away win
541,2021-09-19,2:00pm,London Stadium,a,59958.0,14,1,3,2,39.9,60.1,13,17,4,10,5,4,4,3,83.5,90.1,1,2,2,11,2,0,50.0,64.3,57.1,42.9,8,3,5,8,0,0,0,0,2021,3,Away win
542,2021-09-19,2:00pm,Amex Stadium,h,31078.0,6,2,18,1,37.1,62.9,12,14,5,3,4,5,3,6,76.1,85.8,0,1,4,9,3,2,68.4,52.9,62.1,37.9,2,3,8,10,2,1,0,0,2021,3,Home win
543,2021-09-18,5:30pm,Villa Park,h,41888.0,7,3,17,0,55.6,44.4,15,11,3,1,6,5,6,5,80.2,73.5,0,1,5,4,0,2,70.0,45.5,60.0,40.0,1,1,7,10,1,1,0,0,2021,3,Home win
544,2021-09-18,3:00pm,Carrow Road,a,26649.0,22,1,21,3,48.7,51.3,12,12,5,8,3,3,4,1,81.1,79.0,1,5,4,8,1,0,64.7,54.5,54.5,45.5,5,4,10,14,1,1,0,0,2021,4,Away win
545,2021-09-18,3:00pm,Etihad Stadium,d,52698.0,1,0,20,0,63.9,36.1,16,10,1,2,8,2,7,6,87.2,74.9,2,0,8,5,4,0,76.9,52.4,59.5,40.5,2,1,5,12,0,2,0,0,2021,0,Draw
546,2021-09-18,3:00pm,Anfield,h,52985.0,5,3,11,0,59.9,40.1,25,13,10,2,5,5,10,6,84.1,76.2,2,2,10,5,1,3,52.4,62.5,75.0,25.0,2,7,17,11,3,1,0,0,2021,3,Home win
547,2021-09-18,3:00pm,Turf Moor,a,21944.0,23,0,2,1,45.0,55.0,18,13,3,3,10,4,5,6,74.2,80.3,0,0,8,3,4,2,38.5,44.4,56.9,43.1,2,3,9,8,2,1,0,0,2021,1,Away win
548,2021-09-18,12:30pm,Molineux,a,29724.0,13,0,9,2,61.9,38.1,11,9,0,3,8,5,3,1,84.0,74.7,2,1,4,2,2,2,44.4,60.0,46.2,53.8,1,0,10,7,4,2,0,1,2021,2,Away win
549,2021-09-17,8:00pm,"St James' Park, Newcastle",d,50407.0,4,1,19,1,35.4,64.6,17,22,7,9,8,9,2,4,70.1,85.0,1,0,4,5,1,1,58.8,47.4,60.9,39.1,9,6,9,11,2,2,0,0,2021,2,Draw
550,2021-09-13,8:00pm,Goodison Park,h,38354.0,17,3,23,1,51.7,48.3,14,11,6,6,4,3,4,2,74.0,68.0,2,3,4,6,2,2,60.0,70.0,54.2,45.8,5,3,3,6,1,1,0,0,2021,4,Home win
551,2021-09-12,6:30pm,Elland Road,a,36507.0,19,0,5,3,44.1,55.9,9,30,4,9,4,6,1,15,81.2,86.6,0,5,2,11,2,4,50.0,62.5,46.7,53.3,5,4,9,8,2,1,1,0,2021,3,Away win
552,2021-09-11,5:30pm,Stamford Bridge,h,39969.0,12,3,7,0,56.8,43.2,12,18,4,6,6,3,2,9,83.2,78.5,1,1,4,11,2,1,40.0,75.0,53.3,46.7,6,1,11,11,1,4,0,0,2021,3,Home win
553,2021-09-11,3:00pm,Vicarage Road,a,20019.0,21,0,13,2,44.0,56.0,6,14,2,5,4,6,0,3,82.7,88.2,0,4,0,8,1,2,55.0,68.4,70.6,79.4,4,2,15,13,3,3,0,0,2021,2,Away win
554,2021-09-11,3:00pm,St. Mary's Stadium,d,27861.0,20,0,14,0,41.8,58.2,11,13,3,3,5,3,3,7,79.5,86.5,0,0,5,4,0,2,50.0,35.7,51.5,48.5,3,2,10,12,3,1,0,1,2021,0,Draw
555,2021-09-11,3:00pm,Old Trafford,a,72732.0,3,4,4,1,64.1,35.9,21,12,7,3,9,6,5,3,90.2,81.9,4,1,7,3,1,3,57.9,58.8,53.8,46.2,2,2,9,2,1,0,0,0,2021,5,Home win
556,2021-09-11,3:00pm,The King Power Stadium,a,32087.0,18,0,1,1,39.5,60.5,6,25,1,8,3,7,2,10,81.0,89.9,1,2,5,8,2,4,55.6,50.0,60.0,40.0,7,2,4,11,1,2,0,0,2021,1,Away win
557,2021-09-11,3:00pm,Gtech Community Stadium,a,16518.0,9,0,6,1,41.3,58.7,7,4,1,2,6,1,0,1,74.4,79.8,1,0,1,6,0,2,81.0,68.8,57.7,42.3,1,1,9,12,3,2,0,0,2021,1,Away win
558,2021-09-11,3:00pm,Emirates Stadium,h,59337.0,2,1,22,0,51.9,48.1,30,10,7,1,13,3,10,6,83.5,78.4,2,0,8,4,2,0,68.8,65.0,54.3,45.7,1,5,9,11,1,2,0,0,2021,1,Home win
559,2021-09-11,12:30pm,Selhurst Park,h,22740.0,11,3,8,0,62.3,37.7,18,2,4,1,7,1,7,0,82.7,73.6,1,0,8,2,0,0,76.5,62.5,40.0,60.0,1,1,13,15,2,1,0,1,2021,3,Home win
560,2021-08-29,4:30pm,Molineux,a,30621.0,13,0,3,1,44.1,55.9,15,10,6,3,6,5,3,2,81.7,86.6,1,1,5,7,5,4,56.3,62.5,57.7,42.3,2,5,7,9,3,4,0,0,2021,1,Away win
561,2021-08-29,2:00pm,Tottenham Hotspur Stadium,h,57672.0,8,1,21,0,57.6,42.4,15,9,8,2,4,4,3,3,87.8,81.6,0,0,10,3,2,1,57.9,68.8,56.5,43.5,2,7,8,14,3,3,0,0,2021,1,Home win
562,2021-08-29,2:00pm,Turf Moor,d,18665.0,23,1,19,1,35.9,64.1,12,12,3,2,5,5,4,5,68.0,81.8,2,1,5,5,2,2,69.6,58.8,64.0,36.0,1,2,13,9,4,3,0,0,2021,2,Draw
563,2021-08-28,5:30pm,Anfield,d,53100.0,5,1,12,1,65.7,34.3,24,6,7,3,12,1,5,2,86.0,72.4,2,0,12,3,0,2,56.3,46.2,61.8,38.2,2,6,13,4,0,2,0,1,2021,2,Draw
564,2021-08-28,3:00pm,London Stadium,d,59751.0,14,2,11,2,45.7,54.3,14,9,4,2,3,3,7,4,78.0,82.3,1,2,5,3,1,2,31.3,61.5,34.1,65.9,0,2,10,7,1,0,0,0,2021,4,Draw
565,2021-08-28,3:00pm,Carrow Road,a,26765.0,22,1,18,2,44.3,55.7,14,9,4,3,6,5,4,1,77.2,77.3,1,1,9,9,2,2,83.3,70.6,48.1,51.9,1,3,8,9,2,1,0,0,2021,3,Away win
566,2021-08-28,3:00pm,"St James' Park, Newcastle",d,44017.0,4,2,20,2,36.3,63.7,10,22,5,6,5,7,0,9,69.3,85.9,1,2,4,4,5,0,58.1,66.7,53.3,46.7,4,2,11,6,3,3,0,0,2021,4,Draw
567,2021-08-28,3:00pm,Amex Stadium,a,30548.0,6,0,17,2,65.6,34.4,14,14,3,5,5,4,6,5,86.4,77.1,0,0,4,5,1,0,64.0,58.8,47.1,52.9,3,3,7,9,1,2,0,0,2021,2,Away win
568,2021-08-28,3:00pm,Villa Park,d,42045.0,7,1,9,1,46.5,53.5,7,9,5,2,2,2,0,5,73.9,76.8,1,2,3,2,1,2,46.2,75.0,51.2,48.8,1,4,15,14,3,3,0,0,2021,2,Draw
569,2021-08-28,12:30pm,Etihad Stadium,h,52276.0,1,5,2,0,80.4,19.6,25,1,10,0,5,1,10,0,91.5,67.6,6,0,14,0,1,3,71.4,66.7,59.1,40.9,0,5,5,7,1,2,0,1,2021,5,Home win
570,2021-08-15,4:30pm,Tottenham Hotspur Stadium,h,58262.0,8,1,1,0,34.4,65.6,13,18,3,4,5,9,5,5,77.5,85.6,0,2,3,11,3,1,60.0,68.8,42.4,57.6,4,1,11,8,2,1,0,0,2021,1,Home win
571,2021-08-15,2:00pm,"St James' Park, Newcastle",a,50673.0,4,2,14,4,46.4,53.6,17,18,3,9,7,4,7,5,84.8,85.6,1,4,7,6,1,2,62.5,60.9,37.5,62.5,4,1,4,3,1,0,0,0,2021,6,Away win
572,2021-08-14,5:30pm,Carrow Road,a,27023.0,22,0,5,3,50.1,49.9,14,19,3,8,8,7,3,4,84.8,84.4,1,4,3,11,2,0,68.4,50.0,36.4,63.6,3,3,4,14,1,1,0,0,2021,3,Away win
573,2021-08-14,3:00pm,Vicarage Road,h,20051.0,21,3,7,2,37.9,62.1,13,11,7,2,4,6,2,3,73.8,85.6,1,0,2,4,0,2,40.0,84.6,58.5,41.5,0,4,18,13,3,1,0,0,2021,5,Home win
574,2021-08-14,3:00pm,The King Power Stadium,h,31983.0,18,1,13,0,56.3,43.7,9,17,5,3,3,7,1,7,86.5,82.6,0,1,5,4,5,4,73.3,50.0,45.5,54.5,3,4,6,10,1,2,0,0,2021,1,Home win
575,2021-08-14,3:00pm,Goodison Park,h,38487.0,17,3,20,1,48.1,51.9,14,6,6,3,5,2,3,2,69.7,69.2,3,1,6,8,0,0,39.1,57.1,56.8,43.2,2,3,13,15,2,0,0,0,2021,4,Home win
576,2021-08-14,3:00pm,Stamford Bridge,h,38965.0,12,3,11,0,61.7,38.3,13,4,6,1,5,2,2,1,91.9,85.8,0,0,5,2,0,1,42.9,63.6,31.8,68.2,1,3,15,11,0,0,0,0,2021,3,Home win
577,2021-08-14,3:00pm,Turf Moor,a,16910.0,23,1,6,2,35.9,64.1,14,14,3,8,8,4,3,2,69.9,81.9,1,3,7,6,1,0,75.0,56.3,56.5,43.5,4,2,10,7,2,1,0,0,2021,3,Away win
578,2021-08-14,12:30pm,Old Trafford,h,72732.0,3,5,19,1,48.6,51.4,16,10,8,3,5,6,3,1,79.1,78.3,3,2,5,4,2,3,66.7,56.5,55.0,45.0,2,3,11,9,1,2,0,0,2021,6,Home win
579,2021-08-13,8:00pm,Gtech Community Stadium,h,16479.0,9,2,2,0,35.3,64.7,8,22,3,4,5,14,0,4,65.0,85.9,1,0,2,5,1,1,60.0,33.3,45.9,54.1,4,1,12,8,0,0,0,0,2021,2,Home win
